"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, child only persons data, and Supplemental Security Income data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Procedural_Denials,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons,EBT_FSP_dollars,EBT_SNB_dollars,EBT_TNB_dollars,All_GCF_apps_submit,SSA_GCF_apps_submit,CfA_GCF_apps_submit,CBO_GCF_apps_submit,Continuing CalFresh SSI Persons Unaided in the Household - No Reversal Determination Yet,Continuing CalFresh Cases with at Least One SSI Person Unaided in the Household - No Reversal Determination Yet,New Apps with at Least Some SSI - Approved,New Apps with at Least Some SSI - Denied,SSI Persons in New Apps Disposed,Average Age of SSI Persons Newly Applying,SNB Determination - Approved Cases,Active TNB Cases,SSI Disposed HH Language - English,SSI Disposed HH Language - Spanish,SSI Disposed HH Language - Armenian,SSI Disposed HH Language - Korean,SSI Disposed HH Language - Russian,SSI Disposed HH Language - Cantonese,SSI Disposed HH Language - Vietnamese,SSI Disposed HH Language - Farsi,SSI Disposed HH Language - Cambodian,SSI Disposed HH Language - Mandarin,SSI Disposed HH Language - Other, SSI Person Race/Ethnicity - American Indian or Alaska Native, SSI Person Race/Ethnicity - Black or African American, SSI Person Race/Ethnicity - Other, SSI Person Race/Ethnicity - Unknown, SSI Person Race/Ethnicity - White, SSI Person Race/Ethnicity - More Than One Race/Ethnicity, SSI Person Race/Ethnicity - Hispanic, SSI Person Race/Ethnicity - Asian, SSI Person Race/Ethnicity - Native Hawaiian or Other Pacific Islander
Kings,US-06031,-119.6135104,36.138775,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.146,,,,,,,10085.0,23963.0,,,,,,,,,,,,44994.0,0.9654,,,,,0.0804,,,1415.0,3086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,US-06033,-122.9624445,39.124455,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.102,,,,,,,5238.0,10643.0,,,,,,,,,,,,23406.0,0.8318,,,,,0.0804,,,375.0,716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,US-06035,-120.2636913,40.446085,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.122,,,,,,,1489.0,3145.0,,,,,,,,,,,,6234.0,0.8902,,,,,0.0804,,,89.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,US-06037,-117.9879672,34.26394,LRS,February,41671.0,2014.0,2014.0,2013/14,0.088,,,,,,,569557.0,1171149.0,,,,,,,,,,,,3146953.0,0.9598,,,,,0.0267,,,116800.0,238266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,US-06039,-119.84174,37.27052,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.126,,,,,,,11313.0,28439.0,,,,,,,,,,,,56838.0,0.9649,,,,,0.0804,,,2900.0,6631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,US-06041,-122.870429,38.068145,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.048,,,,,,,5970.0,10026.0,,,,,,,,,,,,33593.0,0.9397,,,,,0.0804,,,1300.0,2310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,US-06043,-119.6495595,37.543615,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.122,,,,,,,1028.0,2065.0,,,,,,,,,,,,3995.0,0.9636,,,,,0.0804,,,38.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,US-06045,-123.5709822,39.380655,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.084,,,,,,,7223.0,13571.0,,,,,,,,,,,,31901.0,0.9888,,,,,0.0804,,,654.0,1372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,US-06047,-120.1246993,37.18687,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.156,,,,,,,23498.0,56298.0,,,,,,,,,,,,107759.0,0.9497,,,,,0.0046,,,4076.0,9142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,US-06049,-120.1993372,41.590546,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.14,,,,,,,430.0,961.0,,,,,,,,,,,,2443.0,1.0,,,,,0.0804,,,33.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,US-06051,-118.7402371,38.0878955,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.079,,,,,,,580.0,893.0,,,,,,,,,,,,2564.0,0.9043,,,,,0.0804,,,84.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,US-06053,-120.9044897,36.35433,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.132,,,,,,,22918.0,52512.0,,,,,,,,,,,,133365.0,1.0,,,,,0.0677,,,8129.0,17278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,US-06055,-122.5128064,38.509635,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.067,,,,,,,3485.0,7304.0,,,,,,,,,,,,25132.0,0.7477,,,,,0.0804,,,894.0,1836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,US-06057,-120.3163119,39.266135,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.074,,,,,,,4021.0,7617.0,,,,,,,,,,,,18526.0,0.996,,,,,0.0804,,,183.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,US-06059,-117.8002615,33.66707,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.06,,,,,,,113264.0,246178.0,,,,,,,,,,,,676597.0,0.9758,,,,,0.0318,,,30166.0,65044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,US-06061,-120.7858989,39.013999,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.071,,,,,,,8948.0,18451.0,,,,,,,,,,,,47466.0,0.9791,,,,,0.0804,,,738.0,1461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,US-06063,-121.1037321,40.0234855,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.163,,,,,,,914.0,1843.0,,,,,,,,,,,,4367.0,1.0,,,,,0.0804,,,34.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,US-06065,-115.0250859,33.752845,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.089,,,,,,,120536.0,285469.0,,,,,,,,,,,,595759.0,0.9956,,,,,0.0314,,,16884.0,37059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.082,,,,,,,97394.0,213854.0,,,,,,,,,,,,423219.0,0.9707,,,,,0.0048,,,10345.0,20165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,US-06069,-121.2131455,36.5928495,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.113,,,,,,,2724.0,6328.0,,,,,,,,,,,,14482.0,1.0,,,,,0.0804,,,485.0,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.088,,,,,,,166723.0,383499.0,,,,,,,,,,,,664492.0,0.997,,,,,0.0081,,,21035.0,44951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,US-06073,-116.693716,33.019645,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.071,,,,,,,128735.0,273754.0,,,,,,,,,,,,635419.0,0.9248,,,,,0.0621,,,16678.0,34125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.049,,,,,,,32015.0,50326.0,,,,,,,,,,,,186127.0,0.9644,,,,,0.0433,,,4314.0,6852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.122,,,,,,,48366.0,115203.0,,,,,,,,,,,,231489.0,0.9739,,,,,0.0478,,,7087.0,15152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.061,,,,,,,9432.0,18163.0,,,,,,,,,,,,46562.0,0.9812,,,,,0.0804,,,1212.0,2416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.048,,,,,,,15804.0,32099.0,,,,,,,,,,,,118331.0,0.9844,,,,,0.0804,,,4159.0,8091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.073,,,,,,,15874.0,35522.0,,,,,,,,,,,,108628.0,0.7078,,,,,0.0804,,,5010.0,10918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.057,,,,,,,53565.0,111956.0,,,,,,,,,,,,351459.0,0.9013,,,,,0.0334,,,11424.0,22899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.115,,,,,,,12385.0,24353.0,,,,,,,,,,,,59580.0,0.734,,,,,0.0804,,,2675.0,5449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,US-06089,-122.0883555,40.735175,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.117,,,,,,,12036.0,23950.0,,,,,,,,,,,,52974.0,0.9552,,,,,0.0804,,,659.0,1091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,US-06091,-120.0617973,39.58418,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.135,,,,,,,166.0,290.0,,,,,,,,,,,,684.0,1.0,,,,,0.0804,,,2.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.152,,,,,,,3161.0,6927.0,,,,,,,,,,,,14162.0,1.0,,,,,0.0804,,,143.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,US-06095,-121.6688337,38.2894915,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.085,,,,,,,21480.0,42705.0,,,,,,,,,,,,92626.0,0.9424,,,,,0.0015,,,2524.0,4964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.064,,,,,,,18734.0,34685.0,,,,,,,,,,,,97976.0,0.8108,,,,,0.0804,,,3501.0,7120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.129,,,,,,,42117.0,92164.0,,,,,,,,,,,,177226.0,0.9171,,,,,0.0227,,,5529.0,11703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,US-06101,-121.714735,39.02038,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.156,,,,,,,5421.0,12742.0,,,,,,,,,,,,32288.0,0.944,,,,,0.0804,,,689.0,1476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,US-06103,-122.6595518,40.125305,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.113,,,,,,,4710.0,10515.0,,,,,,,,,,,,22304.0,0.9252,,,,,0.0804,,,432.0,921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,US-06105,-123.5069171,40.672495,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.126,,,,,,,869.0,1651.0,,,,,,,,,,,,3772.0,0.9778,,,,,0.0804,,,38.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,US-06107,-119.0889841,36.266965,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.154,,,,,,,49347.0,121325.0,,,,,,,,,,,,206755.0,1.0,,,,,0.0293,,,8450.0,19378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.104,,,,,,,2938.0,5388.0,,,,,,,,,,,,11948.0,0.9438,,,,,0.0804,,,121.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,US-06111,-119.0838699,34.47326,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.072,,,,,,,33945.0,70325.0,,,,,,,,,,,,176327.0,0.9027,,,,,0.023,,,7102.0,15393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,US-06113,-121.9008022,38.619495,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.09,,,,,,,8520.0,18131.0,,,,,,,,,,,,43285.0,0.8584,,,,,0.0804,,,977.0,1922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,US-06115,-121.499162,39.278915,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.133,,,,,,,5877.0,13152.0,,,,,,,,,,,,25117.0,0.9654,,,,,0.0804,,,524.0,1035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide,,,,,March,41699.0,2014.0,2014.0,2013/14,0.083,312932.0,1705425.0,1933.0,16415.0,314865.0,1721840.0,2036705.0,4380024.0,787684.0,3548382.0,4336066.0,6315.0,37643.0,43958.0,793999.0,3586025.0,620972707.59,5390896.41,626363604.0,10782098.0,0.9562,,,,,0.043,,,344133.0,714586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,US-06001,-121.7871814,37.680185,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.064,,,,,,,64297.0,127533.0,,,,,,,,,,,,365622.0,0.8548,,,,,0.0215,,,9927.0,18800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,US-06003,-120.0354892,38.6301005,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.086,,,,,,,118.0,184.0,,,,,,,,,,,,326.0,1.0,,,,,0.0717,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,US-06005,-120.238969,38.46328,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.097,,,,,,,1773.0,3434.0,,,,,,,,,,,,6725.0,0.9691,,,,,0.0717,,,67.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,US-06007,-121.5660076,39.723785,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.099,,,,,,,15073.0,30491.0,,,,,,,,,,,,69504.0,0.9154,,,,,0.0717,,,934.0,1608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.093,,,,,,,2637.0,4997.0,,,,,,,,,,,,9862.0,0.9835,,,,,0.0717,,,103.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,US-06011,-122.4386143,39.169245,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.242,,,,,,,740.0,1800.0,,,,,,,,,,,,7355.0,0.7647,,,,,0.0717,,,170.0,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.068,,,,,,,34821.0,71743.0,,,,,,,,,,,,214400.0,0.9231,,,,,0.0404,,,5635.0,11116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,US-06015,-123.719458,41.6908155,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.114,,,,,,,2526.0,5198.0,,,,,,,,,,,,10096.0,1.0,,,,,0.0717,,,149.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,US-06017,-120.4259625,38.78496,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.079,,,,,,,6751.0,12312.0,,,,,,,,,,,,30770.0,0.9801,,,,,0.0717,,,403.0,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,US-06019,-120.862059,36.74633,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.138,,,,,,,96360.0,229389.0,,,,,,,,,,,,399052.0,0.9321,,,,,0.0307,,,14648.0,31806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,US-06021,-122.1147288,39.591764,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.126,,,,,,,1518.0,3746.0,,,,,,,,,,,,10070.0,1.0,,,,,0.0717,,,218.0,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,US-06023,-123.959972,40.73356,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.076,,,,,,,9670.0,17819.0,,,,,,,,,,,,40586.0,0.9692,,,,,0.0717,,,681.0,1243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial,US-06025,-115.058652,33.02615,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.209,,,,,,,15184.0,38344.0,,,,,,,,,,,,75918.0,0.9406,,,,,0.0717,,,1044.0,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,US-06027,-117.7797286,36.626,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.08,,,,,,,1104.0,2232.0,,,,,,,,,,,,4786.0,1.0,,,,,0.0717,,,118.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,US-06029,-118.4426011,35.29441,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.127,,,,,,,61058.0,147492.0,,,,,,,,,,,,316588.0,0.9934,,,,,0.026,,,10577.0,23840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,US-06031,-119.6135104,36.138775,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.144,,,,,,,10142.0,24091.0,,,,,,,,,,,,47071.0,0.9742,,,,,0.0717,,,1403.0,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,US-06033,-122.9624445,39.124455,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.102,,,,,,,5282.0,10700.0,,,,,,,,,,,,24389.0,0.9415,,,,,0.0717,,,371.0,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,US-06035,-120.2636913,40.446085,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.117,,,,,,,1525.0,3178.0,,,,,,,,,,,,6435.0,0.8925,,,,,0.0717,,,96.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,US-06037,-117.9879672,34.26394,LRS,March,41699.0,2014.0,2014.0,2013/14,0.086,,,,,,,575263.0,1177722.0,,,,,,,,,,,,3294444.0,0.9597,,,,,0.032,,,116636.0,237842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,US-06039,-119.84174,37.27052,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.132,,,,,,,11466.0,28733.0,,,,,,,,,,,,59289.0,0.9853,,,,,0.0717,,,2903.0,6643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,US-06041,-122.870429,38.068145,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.047,,,,,,,6045.0,10131.0,,,,,,,,,,,,35555.0,0.9422,,,,,0.0717,,,1314.0,2328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,US-06043,-119.6495595,37.543615,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.119,,,,,,,1041.0,2061.0,,,,,,,,,,,,4175.0,0.881,,,,,0.0717,,,38.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,US-06045,-123.5709822,39.380655,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.082,,,,,,,7420.0,13793.0,,,,,,,,,,,,33221.0,0.9926,,,,,0.0717,,,660.0,1391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,US-06047,-120.1246993,37.18687,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.158,,,,,,,23896.0,57076.0,,,,,,,,,,,,112977.0,0.9575,,,,,0.0039,,,4083.0,9145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,US-06049,-120.1993372,41.590546,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.134,,,,,,,447.0,987.0,,,,,,,,,,,,2602.0,1.0,,,,,0.0717,,,33.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,US-06051,-118.7402371,38.0878955,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.076,,,,,,,596.0,936.0,,,,,,,,,,,,2745.0,0.898,,,,,0.0717,,,84.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,US-06053,-120.9044897,36.35433,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.124,,,,,,,23432.0,53651.0,,,,,,,,,,,,139458.0,0.999,,,,,0.0794,,,8166.0,17393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,US-06055,-122.5128064,38.509635,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.064,,,,,,,3551.0,7445.0,,,,,,,,,,,,26680.0,0.9524,,,,,0.0717,,,895.0,1848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,US-06057,-120.3163119,39.266135,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.074,,,,,,,4074.0,7664.0,,,,,,,,,,,,19665.0,0.9886,,,,,0.0717,,,185.0,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,US-06059,-117.8002615,33.66707,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.06,,,,,,,115078.0,248254.0,,,,,,,,,,,,718005.0,0.983,,,,,0.0338,,,30019.0,64695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,US-06061,-120.7858989,39.013999,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.07,,,,,,,9114.0,18497.0,,,,,,,,,,,,50576.0,0.9975,,,,,0.0717,,,723.0,1422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,US-06063,-121.1037321,40.0234855,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.162,,,,,,,954.0,1844.0,,,,,,,,,,,,4655.0,1.0,,,,,0.0717,,,35.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,US-06065,-115.0250859,33.752845,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.089,,,,,,,121352.0,285783.0,,,,,,,,,,,,634272.0,0.9958,,,,,0.035,,,16822.0,36876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.081,,,,,,,98416.0,214817.0,,,,,,,,,,,,445605.0,0.9653,,,,,0.007,,,10307.0,20056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,US-06069,-121.2131455,36.5928495,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.113,,,,,,,2747.0,6389.0,,,,,,,,,,,,15217.0,0.984,,,,,0.0717,,,482.0,1039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.088,,,,,,,168054.0,384782.0,,,,,,,,,,,,704210.0,0.9981,,,,,0.0099,,,21054.0,44896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,US-06073,-116.693716,33.019645,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.071,,,,,,,130339.0,275207.0,,,,,,,,,,,,672104.0,0.9227,,,,,0.0501,,,16657.0,34074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.049,,,,,,,32712.0,50927.0,,,,,,,,,,,,197450.0,0.975,,,,,0.0417,,,4254.0,6793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.122,,,,,,,48892.0,116005.0,,,,,,,,,,,,243358.0,0.9835,,,,,0.0489,,,7136.0,15253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.06,,,,,,,9665.0,18472.0,,,,,,,,,,,,49551.0,0.9531,,,,,0.0717,,,1210.0,2425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.047,,,,,,,15990.0,32391.0,,,,,,,,,,,,124863.0,0.9865,,,,,0.0717,,,4125.0,8039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
