"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, and child only persons data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons
Tulare,US-06107,-119.0889841,36.266965,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.154,,,,,,,49347.0,121325.0,,,,,,,,,,,,206755.0,1.0,,,,0.0293,,,8450.0,19378.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.104,,,,,,,2938.0,5388.0,,,,,,,,,,,,11948.0,0.9438,,,,0.0804,,,121.0,200.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.072,,,,,,,33945.0,70325.0,,,,,,,,,,,,176327.0,0.9027,,,,0.023,,,7102.0,15393.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,February,41671.0,2014.0,2014.0,2013/14,0.09,,,,,,,8520.0,18131.0,,,,,,,,,,,,43285.0,0.8584,,,,0.0804,,,977.0,1922.0
Yuba,US-06115,-121.499162,39.278915,C-IV,February,41671.0,2014.0,2014.0,2013/14,0.133,,,,,,,5877.0,13152.0,,,,,,,,,,,,25117.0,0.9654,,,,0.0804,,,524.0,1035.0
Statewide,,,,,March,41699.0,2014.0,2014.0,2013/14,0.083,312932.0,1705425.0,1933.0,16415.0,314865.0,1721840.0,2036705.0,4380024.0,787684.0,3548382.0,4336066.0,6315.0,37643.0,43958.0,793999.0,3586025.0,620972707.59,5390896.41,626363604.0,10782098.0,0.9562,,,,0.043,,,344133.0,714586.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.064,,,,,,,64297.0,127533.0,,,,,,,,,,,,365622.0,0.8548,,,,0.0215,,,9927.0,18800.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.086,,,,,,,118.0,184.0,,,,,,,,,,,,326.0,1.0,,,,0.0717,,,0.0,0.0
Amador,US-06005,-120.238969,38.46328,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.097,,,,,,,1773.0,3434.0,,,,,,,,,,,,6725.0,0.9691,,,,0.0717,,,67.0,112.0
Butte,US-06007,-121.5660076,39.723785,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.099,,,,,,,15073.0,30491.0,,,,,,,,,,,,69504.0,0.9154,,,,0.0717,,,934.0,1608.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.093,,,,,,,2637.0,4997.0,,,,,,,,,,,,9862.0,0.9835,,,,0.0717,,,103.0,180.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.242,,,,,,,740.0,1800.0,,,,,,,,,,,,7355.0,0.7647,,,,0.0717,,,170.0,387.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.068,,,,,,,34821.0,71743.0,,,,,,,,,,,,214400.0,0.9231,,,,0.0404,,,5635.0,11116.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.114,,,,,,,2526.0,5198.0,,,,,,,,,,,,10096.0,1.0,,,,0.0717,,,149.0,258.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.079,,,,,,,6751.0,12312.0,,,,,,,,,,,,30770.0,0.9801,,,,0.0717,,,403.0,794.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.138,,,,,,,96360.0,229389.0,,,,,,,,,,,,399052.0,0.9321,,,,0.0307,,,14648.0,31806.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.126,,,,,,,1518.0,3746.0,,,,,,,,,,,,10070.0,1.0,,,,0.0717,,,218.0,468.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.076,,,,,,,9670.0,17819.0,,,,,,,,,,,,40586.0,0.9692,,,,0.0717,,,681.0,1243.0
Imperial,US-06025,-115.058652,33.02615,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.209,,,,,,,15184.0,38344.0,,,,,,,,,,,,75918.0,0.9406,,,,0.0717,,,1044.0,2134.0
Inyo,US-06027,-117.7797286,36.626,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.08,,,,,,,1104.0,2232.0,,,,,,,,,,,,4786.0,1.0,,,,0.0717,,,118.0,246.0
Kern,US-06029,-118.4426011,35.29441,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.127,,,,,,,61058.0,147492.0,,,,,,,,,,,,316588.0,0.9934,,,,0.026,,,10577.0,23840.0
Kings,US-06031,-119.6135104,36.138775,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.144,,,,,,,10142.0,24091.0,,,,,,,,,,,,47071.0,0.9742,,,,0.0717,,,1403.0,3093.0
Lake,US-06033,-122.9624445,39.124455,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.102,,,,,,,5282.0,10700.0,,,,,,,,,,,,24389.0,0.9415,,,,0.0717,,,371.0,711.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.117,,,,,,,1525.0,3178.0,,,,,,,,,,,,6435.0,0.8925,,,,0.0717,,,96.0,151.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,March,41699.0,2014.0,2014.0,2013/14,0.086,,,,,,,575263.0,1177722.0,,,,,,,,,,,,3294444.0,0.9597,,,,0.032,,,116636.0,237842.0
Madera,US-06039,-119.84174,37.27052,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.132,,,,,,,11466.0,28733.0,,,,,,,,,,,,59289.0,0.9853,,,,0.0717,,,2903.0,6643.0
Marin,US-06041,-122.870429,38.068145,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.047,,,,,,,6045.0,10131.0,,,,,,,,,,,,35555.0,0.9422,,,,0.0717,,,1314.0,2328.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.119,,,,,,,1041.0,2061.0,,,,,,,,,,,,4175.0,0.881,,,,0.0717,,,38.0,64.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.082,,,,,,,7420.0,13793.0,,,,,,,,,,,,33221.0,0.9926,,,,0.0717,,,660.0,1391.0
Merced,US-06047,-120.1246993,37.18687,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.158,,,,,,,23896.0,57076.0,,,,,,,,,,,,112977.0,0.9575,,,,0.0039,,,4083.0,9145.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.134,,,,,,,447.0,987.0,,,,,,,,,,,,2602.0,1.0,,,,0.0717,,,33.0,65.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.076,,,,,,,596.0,936.0,,,,,,,,,,,,2745.0,0.898,,,,0.0717,,,84.0,167.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.124,,,,,,,23432.0,53651.0,,,,,,,,,,,,139458.0,0.999,,,,0.0794,,,8166.0,17393.0
Napa,US-06055,-122.5128064,38.509635,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.064,,,,,,,3551.0,7445.0,,,,,,,,,,,,26680.0,0.9524,,,,0.0717,,,895.0,1848.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.074,,,,,,,4074.0,7664.0,,,,,,,,,,,,19665.0,0.9886,,,,0.0717,,,185.0,353.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.06,,,,,,,115078.0,248254.0,,,,,,,,,,,,718005.0,0.983,,,,0.0338,,,30019.0,64695.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.07,,,,,,,9114.0,18497.0,,,,,,,,,,,,50576.0,0.9975,,,,0.0717,,,723.0,1422.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.162,,,,,,,954.0,1844.0,,,,,,,,,,,,4655.0,1.0,,,,0.0717,,,35.0,*
Riverside,US-06065,-115.0250859,33.752845,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.089,,,,,,,121352.0,285783.0,,,,,,,,,,,,634272.0,0.9958,,,,0.035,,,16822.0,36876.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.081,,,,,,,98416.0,214817.0,,,,,,,,,,,,445605.0,0.9653,,,,0.007,,,10307.0,20056.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.113,,,,,,,2747.0,6389.0,,,,,,,,,,,,15217.0,0.984,,,,0.0717,,,482.0,1039.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.088,,,,,,,168054.0,384782.0,,,,,,,,,,,,704210.0,0.9981,,,,0.0099,,,21054.0,44896.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.071,,,,,,,130339.0,275207.0,,,,,,,,,,,,672104.0,0.9227,,,,0.0501,,,16657.0,34074.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.049,,,,,,,32712.0,50927.0,,,,,,,,,,,,197450.0,0.975,,,,0.0417,,,4254.0,6793.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.122,,,,,,,48892.0,116005.0,,,,,,,,,,,,243358.0,0.9835,,,,0.0489,,,7136.0,15253.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.06,,,,,,,9665.0,18472.0,,,,,,,,,,,,49551.0,0.9531,,,,0.0717,,,1210.0,2425.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.047,,,,,,,15990.0,32391.0,,,,,,,,,,,,124863.0,0.9865,,,,0.0717,,,4125.0,8039.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.068,,,,,,,16153.0,35999.0,,,,,,,,,,,,113913.0,0.7556,,,,0.0717,,,5004.0,10936.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.057,,,,,,,54000.0,112548.0,,,,,,,,,,,,369034.0,0.9537,,,,0.0341,,,11326.0,22721.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.113,,,,,,,12580.0,24656.0,,,,,,,,,,,,62884.0,0.8441,,,,0.0717,,,2683.0,5473.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.116,,,,,,,12233.0,24177.0,,,,,,,,,,,,55147.0,0.9645,,,,0.0717,,,660.0,1081.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.133,,,,,,,170.0,289.0,,,,,,,,,,,,714.0,1.0,,,,0.0717,,,3.0,*
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.146,,,,,,,3160.0,6945.0,,,,,,,,,,,,14743.0,1.0,,,,0.0717,,,146.0,265.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.085,,,,,,,21933.0,43308.0,,,,,,,,,,,,97319.0,0.9367,,,,0.0058,,,2517.0,4957.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.064,,,,,,,18949.0,35049.0,,,,,,,,,,,,103063.0,0.7895,,,,0.0717,,,3493.0,7106.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.131,,,,,,,42363.0,92372.0,,,,,,,,,,,,187080.0,0.8929,,,,0.0184,,,5547.0,11751.0
Sutter,US-06101,-121.714735,39.02038,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.157,,,,,,,5541.0,12963.0,,,,,,,,,,,,33811.0,0.9795,,,,0.0717,,,683.0,1457.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.114,,,,,,,4854.0,10799.0,,,,,,,,,,,,23240.0,0.8745,,,,0.0717,,,441.0,943.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.127,,,,,,,911.0,1723.0,,,,,,,,,,,,4031.0,0.9492,,,,0.0717,,,39.0,57.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.157,,,,,,,50618.0,122733.0,,,,,,,,,,,,215221.0,1.0,,,,0.034,,,8478.0,19390.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.103,,,,,,,2976.0,5430.0,,,,,,,,,,,,12559.0,0.9357,,,,0.0717,,,125.0,204.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.071,,,,,,,34551.0,71213.0,,,,,,,,,,,,187460.0,0.906,,,,0.0231,,,7139.0,15511.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,March,41699.0,2014.0,2014.0,2013/14,0.089,,,,,,,8657.0,18344.0,,,,,,,,,,,,45505.0,0.7717,,,,0.0717,,,962.0,1891.0
Yuba,US-06115,-121.499162,39.278915,C-IV,March,41699.0,2014.0,2014.0,2013/14,0.133,,,,,,,5933.0,13226.0,,,,,,,,,,,,26142.0,0.9963,,,,0.0717,,,522.0,1031.0
Statewide,,,,,April,41730.0,2014.0,2014.0,2013/14,0.073,311092.0,1716681.0,1968.0,16644.0,313060.0,1733325.0,2046385.0,4393812.0,783502.0,3565701.0,4349203.0,6415.0,38194.0,44609.0,789917.0,3603895.0,621137172.0,5413357.0,626550529.0,11059814.0,0.9588,,,,0.0419,,,342430.0,711311.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.055,,,,,,,64208.0,127457.0,,,,,,,,,,,,373571.0,0.8578,,,,0.0184,,,9768.0,18502.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.077,,,,,,,111.0,180.0,,,,,,,,,,,,332.0,1.0,,,,0.0741,,,0.0,0.0
Amador,US-06005,-120.238969,38.46328,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.084,,,,,,,1771.0,3411.0,,,,,,,,,,,,6939.0,0.9663,,,,0.0741,,,69.0,114.0
Butte,US-06007,-121.5660076,39.723785,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.086,,,,,,,15212.0,30559.0,,,,,,,,,,,,71197.0,0.8857,,,,0.0741,,,940.0,1620.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.08,,,,,,,2685.0,5094.0,,,,,,,,,,,,10135.0,0.9583,,,,0.0741,,,102.0,178.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.198,,,,,,,752.0,1810.0,,,,,,,,,,,,7553.0,0.6765,,,,0.0741,,,171.0,386.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.059,,,,,,,34921.0,71884.0,,,,,,,,,,,,221047.0,0.952,,,,0.0395,,,5610.0,11062.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.1,,,,,,,2511.0,5175.0,,,,,,,,,,,,10322.0,1.0,,,,0.0741,,,148.0,253.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.069,,,,,,,6837.0,12431.0,,,,,,,,,,,,31717.0,0.9885,,,,0.0741,,,403.0,800.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.121,,,,,,,97184.0,230446.0,,,,,,,,,,,,408792.0,0.9131,,,,0.0288,,,14629.0,31718.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.111,,,,,,,1522.0,3735.0,,,,,,,,,,,,10235.0,0.9875,,,,0.0741,,,218.0,472.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.065,,,,,,,9987.0,18257.0,,,,,,,,,,,,41836.0,0.9865,,,,0.0741,,,691.0,1250.0
Imperial,US-06025,-115.058652,33.02615,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.225,,,,,,,15146.0,38209.0,,,,,,,,,,,,77860.0,0.9447,,,,0.0741,,,1064.0,2181.0
Inyo,US-06027,-117.7797286,36.626,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.069,,,,,,,1091.0,2198.0,,,,,,,,,,,,4855.0,1.0,,,,0.0741,,,114.0,238.0
Kern,US-06029,-118.4426011,35.29441,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.11,,,,,,,61152.0,147731.0,,,,,,,,,,,,323857.0,0.9836,,,,0.023,,,10539.0,23682.0
Kings,US-06031,-119.6135104,36.138775,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.125,,,,,,,10267.0,24396.0,,,,,,,,,,,,47882.0,0.9912,,,,0.0741,,,1402.0,3099.0
Lake,US-06033,-122.9624445,39.124455,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.09,,,,,,,5383.0,10896.0,,,,,,,,,,,,24999.0,0.8726,,,,0.0741,,,370.0,704.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.098,,,,,,,1570.0,3235.0,,,,,,,,,,,,6551.0,0.9615,,,,0.0741,,,100.0,159.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,April,41730.0,2014.0,2014.0,2013/14,0.079,,,,,,,576682.0,1180079.0,,,,,,,,,,,,3373845.0,0.9632,,,,0.0329,,,115679.0,236015.0
Madera,US-06039,-119.84174,37.27052,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.116,,,,,,,11593.0,29027.0,,,,,,,,,,,,60535.0,0.9788,,,,0.0741,,,2900.0,6644.0
Marin,US-06041,-122.870429,38.068145,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.04,,,,,,,6107.0,10224.0,,,,,,,,,,,,36481.0,0.9604,,,,0.0741,,,1302.0,2314.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.091,,,,,,,1032.0,2059.0,,,,,,,,,,,,4244.0,0.8723,,,,0.0741,,,37.0,60.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.07,,,,,,,7590.0,14074.0,,,,,,,,,,,,33895.0,0.9972,,,,0.0741,,,663.0,1399.0
Merced,US-06047,-120.1246993,37.18687,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.136,,,,,,,24009.0,57288.0,,,,,,,,,,,,115659.0,0.972,,,,0.006,,,4106.0,9180.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.107,,,,,,,455.0,997.0,,,,,,,,,,,,2673.0,1.0,,,,0.0741,,,38.0,76.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.064,,,,,,,581.0,920.0,,,,,,,,,,,,2854.0,1.0,,,,0.0741,,,83.0,163.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.09,,,,,,,23498.0,53709.0,,,,,,,,,,,,142236.0,1.0,,,,0.072,,,8138.0,17411.0
Napa,US-06055,-122.5128064,38.509635,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.054,,,,,,,3561.0,7455.0,,,,,,,,,,,,27239.0,0.9722,,,,0.0741,,,876.0,1820.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.065,,,,,,,4161.0,7813.0,,,,,,,,,,,,20181.0,0.9758,,,,0.0741,,,181.0,354.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.052,,,,,,,115195.0,248563.0,,,,,,,,,,,,738284.0,0.9769,,,,0.0288,,,29865.0,64396.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.06,,,,,,,9099.0,18437.0,,,,,,,,,,,,52125.0,0.9879,,,,0.0741,,,694.0,1376.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.131,,,,,,,991.0,1951.0,,,,,,,,,,,,4787.0,1.0,,,,0.0741,,,36.0,*
Riverside,US-06065,-115.0250859,33.752845,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.078,,,,,,,121622.0,285410.0,,,,,,,,,,,,653026.0,0.9956,,,,0.0343,,,16835.0,36896.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.071,,,,,,,99448.0,215919.0,,,,,,,,,,,,457870.0,0.9754,,,,0.003,,,10203.0,19869.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.098,,,,,,,2752.0,6390.0,,,,,,,,,,,,15540.0,1.0,,,,0.0741,,,474.0,1033.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.078,,,,,,,168897.0,385964.0,,,,,,,,,,,,722555.0,0.9993,,,,0.0107,,,21102.0,44976.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.062,,,,,,,131667.0,276963.0,,,,,,,,,,,,694608.0,0.902,,,,0.0471,,,16512.0,33763.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.042,,,,,,,32863.0,51155.0,,,,,,,,,,,,202426.0,0.9709,,,,0.045,,,4245.0,6770.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.107,,,,,,,49324.0,116685.0,,,,,,,,,,,,249369.0,0.9829,,,,0.0565,,,7162.0,15320.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.051,,,,,,,9675.0,18502.0,,,,,,,,,,,,51311.0,0.9716,,,,0.0741,,,1202.0,2419.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.04,,,,,,,15963.0,32354.0,,,,,,,,,,,,128422.0,0.9769,,,,0.0741,,,4096.0,7965.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.055,,,,,,,16217.0,36132.0,,,,,,,,,,,,116289.0,0.7959,,,,0.0741,,,4940.0,10828.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.049,,,,,,,54498.0,113186.0,,,,,,,,,,,,378270.0,0.9685,,,,0.0298,,,11274.0,22635.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.094,,,,,,,12796.0,24910.0,,,,,,,,,,,,64771.0,0.8075,,,,0.0741,,,2664.0,5443.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.1,,,,,,,12324.0,24283.0,,,,,,,,,,,,56203.0,0.955,,,,0.0741,,,682.0,1131.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.114,,,,,,,173.0,306.0,,,,,,,,,,,,723.0,0.9,,,,0.0741,,,4.0,*
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.113,,,,,,,3206.0,7024.0,,,,,,,,,,,,15000.0,1.0,,,,0.0741,,,150.0,264.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.075,,,,,,,21995.0,43407.0,,,,,,,,,,,,100097.0,0.9454,,,,0.005,,,2504.0,4944.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.054,,,,,,,19162.0,35221.0,,,,,,,,,,,,105610.0,0.8382,,,,0.0741,,,3502.0,7092.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.117,,,,,,,42355.0,92163.0,,,,,,,,,,,,191993.0,0.9149,,,,0.0156,,,5564.0,11805.0
Sutter,US-06101,-121.714735,39.02038,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.14,,,,,,,5565.0,12986.0,,,,,,,,,,,,34597.0,0.972,,,,0.0741,,,691.0,1475.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.098,,,,,,,4917.0,10963.0,,,,,,,,,,,,23757.0,0.944,,,,0.0741,,,443.0,945.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.105,,,,,,,939.0,1775.0,,,,,,,,,,,,4147.0,1.0,,,,0.0741,,,39.0,61.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,April,41730.0,2014.0,2014.0,2013/14,0.133,,,,,,,50688.0,123505.0,,,,,,,,,,,,219431.0,1.0,,,,0.0411,,,8492.0,19456.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,April,41730.0,2014.0,2014.0,2013/14,0.089,,,,,,,3036.0,5567.0,,,,,,,,,,,,12840.0,0.9387,,,,0.0741,,,121.0,200.0
