county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail_ebt,issuances_contract_otc,issuances_other_otc,issuances_total,val_issuances_fed_only,val_issuances_fed_st_fed,val_issuances_fed_st_st,val_issuences_st_only,val_issuances_tot_fed,val_issuances_tot_st,val_issuances_tot_all,year,month,total_households,quarter,fulldate,issuances_mail,issuances_ebt,issuances_ebt_conv_coupon
Contra Costa,5507,325,12,2441,101,98,7948,426,110,14938,4807,19745,976,379,241,149,1217,528,31,31,62,,0,0,9760,1681055,44966,23988,11641,1726021,35629,1761650,2002,DEC,8484,4,12/1/02,9760,,
Del Norte,506,5,0,637,2,1,1143,7,1,1524,1390,2914,17,5,14,2,31,7,0,1,1,,0,1033,1151,229081,2791,424,139,231872,563,232435,2002,DEC,1151,4,12/1/02,118,,
El Dorado,579,13,0,965,13,10,1544,26,10,1545,1874,3419,24,13,31,15,55,28,0,10,10,,74,0,1754,287842,4990,1058,1140,292832,2198,295030,2002,DEC,1580,4,12/1/02,1680,,
Fresno,18150,1445,14,9765,886,173,27915,2331,187,59698,23834,83532,4742,1687,2391,1078,7133,2765,32,248,280,,30234,0,30977,6691039,606349,127421,32294,7297388,159715,7457103,2002,DEC,30433,4,12/1/02,743,,
Glenn,233,2,0,435,9,2,668,11,2,702,1153,1855,4,2,32,11,36,13,0,3,3,,0,0,753,141194,1870,758,266,143064,1024,144088,2002,DEC,681,4,12/1/02,753,,
Humboldt,1290,11,0,2545,10,6,3835,21,6,3491,5168,8659,38,12,34,10,72,22,0,6,6,,3728,439,4298,804160,6463,1975,536,810623,2511,813134,2002,DEC,3862,4,12/1/02,131,,
Imperial,1511,372,4,3006,556,100,4517,928,104,4630,8391,13021,940,400,1436,657,2376,1057,4,115,119,,0,5660,5942,998437,186805,38628,12187,1185242,50815,1236057,2002,DEC,5549,4,12/1/02,282,,
Inyo,62,0,0,295,0,0,357,0,0,180,502,682,0,0,0,0,0,0,0,0,0,,0,0,372,59482,0,0,0,59482,0,59482,2002,DEC,357,4,12/1/02,372,,
Kern,6976,193,1,10546,518,63,17522,711,64,21197,29847,51044,619,222,1431,615,2050,837,1,54,55,,17691,0,23311,4944961,181538,30016,9679,5126499,39695,5166194,2002,DEC,18297,4,12/1/02,5620,,
Kings,1246,36,1,2410,74,19,3656,110,20,3777,6275,10052,120,43,244,83,364,126,1,19,20,,4138,0,4205,800581,28368,4548,2504,828949,7052,836001,2002,DEC,3786,4,12/1/02,67,,
Lake,867,4,1,1183,8,4,2050,12,5,2352,2438,4790,17,5,20,10,37,15,6,7,13,,0,1878,2398,433129,2063,371,621,435192,992,436184,2002,DEC,2067,4,12/1/02,520,,
Lassen,283,0,0,352,1,3,635,1,3,814,803,1617,0,0,1,2,1,2,0,3,3,,0,416,690,137173,0,139,353,137173,492,137665,2002,DEC,639,4,12/1/02,274,,
Los Angeles,98796,13548,864,130988,15888,9809,229784,29436,10673,239327,279213,518540,30567,15505,46810,19886,77377,35391,2491,12055,14546,,290459,0,290459,48026176,7003798,1881197,1734585,55029974,3615782,58645756,2002,DEC,269893,4,12/1/02,0,,
Madera,1418,9,0,3080,13,6,4498,22,6,4482,7876,12358,30,9,44,13,74,22,0,7,7,,4792,0,4866,977233,3245,1126,2921,980478,4047,984525,2002,DEC,4526,4,12/1/02,74,,
Marin,374,40,0,1063,46,36,1437,86,36,855,1487,2342,72,45,73,54,145,99,0,36,36,,0,0,1805,240451,11294,4354,4790,251745,9144,260889,2002,DEC,1559,4,12/1/02,1805,,
Mariposa,99,0,0,205,0,0,304,0,0,274,436,710,0,0,0,0,0,0,0,0,0,,0,317,328,58233,0,0,0,58233,0,58233,2002,DEC,304,4,12/1/02,11,,
Mendocino,820,4,0,1657,21,8,2477,25,8,2228,3485,5713,9,5,46,25,55,30,0,10,10,,0,1758,2736,459030,3598,2011,1077,462628,3088,465716,2002,DEC,2510,4,12/1/02,978,,
Merced,3590,240,4,3536,252,18,7126,492,22,10798,11908,22706,854,293,1121,335,1975,628,4,19,23,,7635,0,7640,1882879,100991,66716,3724,1983870,70440,2054310,2002,DEC,7640,4,12/1/02,5,,
Modoc,105,0,0,174,1,0,279,1,0,263,387,650,0,0,3,1,3,1,0,0,0,,0,0,280,51576,31,99,0,51607,99,51706,2002,DEC,280,4,12/1/02,280,,
Mono,20,0,0,97,0,0,117,0,0,57,173,230,0,0,0,0,0,0,0,0,0,,0,11,121,18792,0,0,0,18792,0,18792,2002,DEC,117,4,12/1/02,110,,
Monterey,2089,162,0,3331,229,28,5420,391,28,5933,8427,14360,408,170,662,253,1070,423,0,29,29,,0,680,6496,1082110,115278,20090,4917,1197388,25007,1222395,2002,DEC,5839,4,12/1/02,5816,,
Napa,179,5,0,526,11,10,705,16,10,479,1149,1628,12,5,27,12,39,17,0,16,16,,0,0,952,162630,4251,1128,1806,166881,2934,169815,2002,DEC,731,4,12/1/02,952,,
Nevada,306,0,0,481,0,0,787,0,0,795,896,1691,0,0,0,0,0,0,0,0,0,,0,154,867,146306,0,0,0,146306,0,146306,2002,DEC,787,4,12/1/02,713,,
Orange,11513,1471,40,11033,1324,566,22546,2795,606,31489,27970,59459,3786,1743,3613,1662,7399,3405,99,788,887,,24511,723,26826,4463375,570025,137658,96442,5033400,234100,5267500,2002,DEC,25947,4,12/1/02,1592,,
Placer,829,12,0,812,7,1,1641,19,1,2166,1705,3871,32,28,24,17,56,45,0,1,1,,0,1107,1964,347082,4296,1711,148,351378,1859,353237,2002,DEC,1661,4,12/1/02,857,,
Plumas,71,0,0,133,0,0,204,0,0,185,284,469,0,0,0,0,0,0,0,0,0,,6,0,212,36774,0,0,0,36774,0,36774,2002,DEC,204,4,12/1/02,206,,
Riverside,13229,495,37,6352,747,244,19581,1242,281,37262,15681,52943,1374,508,2166,838,3540,1346,97,493,590,,22442,0,23295,4615464,316762,59795,55959,4932226,115754,5047980,2002,DEC,21104,4,12/1/02,853,,
Sacramento,20264,923,170,12279,274,274,32543,1197,444,68634,29358,97992,3197,1567,844,488,4041,2055,632,458,1090,,32092,0,37372,7599639,308119,106325,81296,7907758,187621,8095379,2002,DEC,34184,4,12/1/02,5280,,
San Benito,264,7,0,489,17,4,753,24,4,802,1143,1945,15,7,40,24,55,31,0,4,4,,0,0,878,158892,5985,1652,540,164877,2192,167069,2002,DEC,781,4,12/1/02,878,,
San Bernardino,23708,974,23,17476,1364,355,41184,2338,378,69715,45183,114898,2771,1080,4235,1641,7006,2721,62,493,555,,0,49741,49748,9788133,593792,112318,79296,10381925,191614,10573539,2002,DEC,43900,4,12/1/02,7,,
San Diego,14914,1874,45,10058,1099,436,24972,2973,481,41241,25453,66694,4995,2123,3143,1349,8138,3472,121,599,720,,0,449,31276,5232980,630670,146103,77678,5863650,223781,6087431,2002,DEC,28426,4,12/1/02,30827,,
San Francisco,4311,404,45,8995,458,1012,13306,862,1057,11214,10952,22166,884,497,510,605,1394,1102,107,1318,1425,,15555,0,15555,1926265,129806,42999,122501,2056071,165500,2221571,2002,DEC,15225,4,12/1/02,0,,
San Joaquin,6405,594,6,6769,880,62,13174,1474,68,18601,17736,36337,2145,718,3108,1137,5253,1855,11,90,101,,15900,0,16026,2994910,421644,79292,11816,3416554,91108,3507662,2002,DEC,14716,4,12/1/02,126,,
San Luis Obispo,1102,8,0,1416,20,8,2518,28,8,2729,3174,5903,12,12,37,29,49,41,0,10,10,,0,155,2863,469494,6217,1922,956,475711,2878,478589,2002,DEC,2554,4,12/1/02,2708,,
San Mateo,1191,35,3,1426,57,32,2617,92,35,2880,3024,5904,79,43,118,65,197,108,6,53,59,,3029,0,3036,509948,20547,5624,5726,530495,11350,541845,2002,DEC,2744,4,12/1/02,7,,
Santa Barbara,3042,152,16,2672,183,37,5714,335,53,7290,6753,14043,357,177,459,233,816,410,33,47,80,,0,0,6926,1097078,88617,26156,7948,1185695,34104,1219799,2002,DEC,6102,4,12/1/02,6926,,
Santa Clara,7626,630,21,6296,1066,892,13922,1696,913,23453,14068,37521,1709,812,2753,1433,4462,2245,63,1271,1334,,0,17688,17688,2946808,348947,104242,196374,3295755,300616,3596371,2002,DEC,16531,4,12/1/02,0,,
Santa Cruz,1167,59,1,1759,50,9,2926,109,10,2730,3502,6232,104,62,90,58,194,120,1,9,10,,0,2,445,525333,21922,7932,2266,547255,10198,557453,2002,DEC,3045,4,12/1/02,443,,
Shasta,1692,42,0,2283,40,4,3975,82,4,4616,5057,9673,138,52,112,50,250,102,0,4,4,,0,290,4984,856002,21949,4486,371,877951,4857,882808,2002,DEC,4061,4,12/1/02,4694,,
Sierra,17,0,0,35,0,0,52,0,0,56,67,123,0,0,0,0,0,0,0,0,0,,0,0,52,8343,0,0,0,8343,0,8343,2002,DEC,52,4,12/1/02,52,,
Siskiyou,467,7,0,813,7,2,1280,14,2,1292,1845,3137,22,7,16,10,38,17,0,2,2,,0,233,1397,251613,3748,1010,159,255361,1169,256530,2002,DEC,1296,4,12/1/02,1164,,
Solano,2894,87,2,1634,26,43,4528,113,45,8255,3054,11309,218,104,63,32,281,136,4,52,56,,0,5251,5251,818197,24295,1402,525,842492,1927,844419,2002,DEC,4686,4,12/1/02,0,,
Sonoma,1526,16,1,2118,105,22,3644,121,23,3495,4003,7498,37,17,278,128,315,145,3,31,34,,0,0,4444,622126,29456,6909,3451,651582,10360,661942,2002,DEC,3788,4,12/1/02,4444,,
Stanislaus,5518,197,8,4356,269,53,9874,466,61,16975,12936,29911,568,227,837,347,1405,574,15,98,113,,11068,0,11068,2322881,116356,22662,10975,2439237,33637,2472874,2002,DEC,10401,4,12/1/02,0,,
Sutter,494,22,0,955,43,4,1449,65,4,1427,2414,3841,59,24,148,51,207,75,0,5,5,,0,375,1654,321675,16485,3011,547,338160,3558,341718,2002,DEC,1518,4,12/1/02,1279,,
Tehama,713,22,1,1115,36,7,1828,58,8,1727,2413,4140,66,23,103,40,169,63,1,7,8,,0,0,1888,325224,9634,3563,1020,334858,4583,339441,2002,DEC,1894,4,12/1/02,1888,,
Trinity,112,0,0,201,0,1,313,0,1,335,454,789,0,0,0,0,0,0,0,1,1,,0,89,314,64388,0,0,139,64388,139,64527,2002,DEC,314,4,12/1/02,225,,
Tulare,9239,718,9,5228,534,92,14467,1252,101,28279,12783,41062,2120,896,1283,1197,3403,2093,29,416,445,,16165,0,16167,3204567,289840,69682,16982,3494407,86664,3581071,2002,DEC,15820,4,12/1/02,2,,
Tuolumne,392,0,1,442,0,3,834,0,4,1074,994,2068,0,0,0,0,0,0,3,13,16,,906,0,909,161837,0,0,1743,161837,1743,163580,2002,DEC,838,4,12/1/02,3,,
Ventura,3516,134,18,4551,288,153,8067,422,171,9519,11279,20798,347,146,789,365,1136,511,47,198,245,,8714,0,8794,1572118,93838,21531,23759,1665956,45290,1711246,2002,DEC,8660,4,12/1/02,80,,
Yolo,1667,111,17,1062,27,21,2729,138,38,4841,2187,7028,309,221,68,33,377,254,51,47,98,,0,2733,2733,588107,23884,19180,8297,611991,27477,639468,2002,DEC,2905,4,12/1/02,0,,
Yuba,1191,42,0,1213,25,5,2404,67,5,3841,3044,6885,281,49,110,37,391,86,0,5,5,,0,582,2707,526514,25054,5277,1974,551568,7251,558819,2002,DEC,2476,4,12/1/02,2125,,
California,293801,23400,1293,318047,29153,14872,611848,52553,16165,800266,737366,1537632,58940,28110,84156,37323,143096,65433,3686,19514,23200,,528060,95700,728277,132023982,12550823,3292732,2613649,144574805,5906381,150481186,2003,FEB,680566,1,2/1/03,104517,,
Alameda,13115,185,0,7964,130,217,21079,315,217,33574,20388,53962,371,190,293,146,664,336,0,282,282,,21611,0,21611,4204727,41722,21112,43286,4246449,64398,4310847,2003,FEB,21611,1,2/1/03,0,,
Alpine,10,0,0,27,0,0,37,0,0,27,61,88,0,0,0,0,0,0,0,0,0,,0,0,37,8439,0,0,0,8439,0,8439,2003,FEB,37,1,2/1/03,37,,
Amador,147,2,0,269,0,0,416,2,0,416,540,956,5,2,0,0,5,2,0,0,0,,0,56,458,82524,0,0,0,82524,0,82524,2003,FEB,418,1,2/1/03,402,,
Butte,2477,31,0,3359,28,8,5836,59,8,7301,7894,15195,148,36,146,36,294,72,0,8,8,,0,0,6552,1279454,20960,5064,913,1300414,5977,1306391,2003,FEB,5903,1,2/1/03,6552,,
Calaveras,222,0,0,431,0,0,653,0,0,599,880,1479,0,0,0,0,0,0,0,0,0,,0,130,710,125244,0,0,0,125244,0,125244,2003,FEB,653,1,2/1/03,580,,
Colusa,75,3,0,301,32,5,376,35,5,210,758,968,6,4,82,44,88,48,0,8,8,,0,0,439,77269,7449,1931,851,84718,2782,87500,2003,FEB,416,1,2/1/03,439,,
Contra Costa,5582,305,10,2520,119,99,8102,424,109,15016,4977,19993,919,358,297,172,1216,530,26,123,149,,0,0,9745,1708371,46670,25486,12560,1755041,38046,1793087,2003,FEB,8635,1,2/1/03,9745,,
Del Norte,510,4,0,628,3,1,1138,7,1,1525,1310,2835,13,4,18,3,31,7,0,1,1,,0,1002,1146,224910,2940,464,139,227850,603,228453,2003,FEB,1146,1,2/1/03,144,,
El Dorado,569,12,0,1010,17,11,1579,29,11,1502,1965,3467,26,12,37,18,63,30,0,11,11,,39,0,1777,300420,6110,1841,1273,306530,3114,309644,2003,FEB,1619,1,2/1/03,1738,,
Fresno,18362,1457,15,9894,1055,175,28256,2512,190,60466,24934,85400,4748,1714,2989,1383,7737,3097,39,284,323,,30982,0,31614,6871645,665804,149237,34779,7537449,184016,7721465,2003,FEB,30958,1,2/1/03,632,,
Glenn,245,2,0,477,11,3,722,13,3,756,1277,2033,4,2,37,14,41,16,0,4,4,,0,0,790,154261,2328,1008,534,156589,1542,158131,2003,FEB,738,1,2/1/03,790,,
Humboldt,1257,13,1,2555,11,8,3812,24,9,3363,5070,8433,37,14,41,12,78,26,1,9,10,,3626,467,4220,757283,7004,2335,898,764287,3233,767520,2003,FEB,3845,1,2/1/03,127,,
Imperial,1489,352,3,2816,594,103,4305,946,106,4587,7945,12532,908,379,1547,695,2455,1074,3,123,126,,0,5491,5806,946509,190123,39606,13757,1136632,53363,1189995,2003,FEB,5357,1,2/1/03,315,,
Inyo,65,0,0,294,0,0,359,0,0,189,499,688,0,0,0,0,0,0,0,0,0,,0,0,376,59828,0,0,0,59828,0,59828,2003,FEB,359,1,2/1/03,376,,
Kern,7115,193,2,11644,555,61,18759,748,63,21754,33636,55390,596,223,1540,675,2136,898,2,49,51,,17848,0,23806,5177656,203342,34273,10435,5380998,44708,5425706,2003,FEB,19570,1,2/1/03,5958,,
Kings,1315,48,1,2694,70,24,4009,118,25,3953,7059,11012,155,55,214,76,369,131,1,24,25,,4415,0,4480,875903,29822,5222,3572,905725,8794,914519,2003,FEB,4152,1,2/1/03,65,,
Lake,726,3,1,1038,7,4,1764,10,5,1984,2181,4165,9,3,22,8,31,11,6,7,13,,0,1639,2048,369230,1853,576,1222,371083,1798,372881,2003,FEB,1779,1,2/1/03,409,,
Lassen,287,2,0,380,4,1,667,6,1,815,883,1698,2,2,5,4,7,6,0,1,1,,0,451,728,139800,384,565,139,140184,704,140888,2003,FEB,674,1,2/1/03,277,,
Los Angeles,95585,12296,793,133392,16009,9582,228977,28305,10375,230261,286898,517159,27600,13938,46921,19967,74521,33905,2286,11929,14215,,288254,0,288254,47678063,6806293,1832639,1692270,54484356,3524909,58009265,2003,FEB,267657,1,2/1/03,0,,
Madera,1470,9,0,3357,14,3,4827,23,3,4604,8597,13201,32,9,49,14,81,23,0,3,3,,5049,0,5130,1094292,4721,694,1638,1099013,2332,1101345,2003,FEB,4853,1,2/1/03,81,,
Marin,387,43,0,1077,41,36,1464,84,36,868,1619,2487,76,48,75,52,151,100,0,36,36,,0,0,1829,250283,14205,4892,4570,264488,9462,273950,2003,FEB,1584,1,2/1/03,1829,,
Mariposa,99,0,0,218,0,0,317,0,0,281,455,736,0,0,0,0,0,0,0,0,0,,0,324,333,59959,0,0,0,59959,0,59959,2003,FEB,317,1,2/1/03,9,,
Mendocino,798,5,0,1768,20,11,2566,25,11,2182,3670,5852,12,6,36,21,48,27,0,14,14,,0,1741,2739,480127,3600,2082,1498,483727,3580,487307,2003,FEB,2602,1,2/1/03,998,,
Merced,3010,163,3,3673,260,19,6683,423,22,8647,13038,21685,506,188,1135,348,1641,536,3,25,28,,7124,0,7128,1654100,78249,63232,2653,1732349,65885,1798234,2003,FEB,7128,1,2/1/03,4,,
Modoc,105,0,0,181,1,1,286,1,1,304,428,732,0,0,8,2,8,2,0,1,1,,0,0,288,59241,600,84,0,59841,84,59925,2003,FEB,288,1,2/1/03,288,,
Mono,17,0,0,97,0,0,114,0,0,43,187,230,0,0,0,0,0,0,0,0,0,,0,14,123,19683,0,0,0,19683,0,19683,2003,FEB,114,1,2/1/03,109,,
Monterey,2262,169,1,3811,268,23,6073,437,24,6492,9794,16286,437,179,757,293,1194,472,0,24,24,,0,584,7208,1311365,130003,26060,5459,1441368,31519,1472887,2003,FEB,6534,1,2/1/03,6624,,
Napa,177,2,0,533,16,15,710,18,15,464,1187,1651,4,2,47,17,51,19,0,23,23,,0,0,942,158386,5452,1291,3108,163838,4399,168237,2003,FEB,743,1,2/1/03,942,,
Nevada,290,0,0,498,0,0,788,0,0,753,959,1712,0,0,0,0,0,0,0,0,0,,0,112,850,146499,0,0,0,146499,0,146499,2003,FEB,788,1,2/1/03,738,,
Orange,10885,1039,45,11780,1669,572,22665,2708,617,28971,30879,59850,2562,1209,4672,2087,7234,3296,113,797,910,,23763,1995,27214,4547124,615785,156139,107795,5162909,263934,5426843,2003,FEB,25990,1,2/1/03,1456,,
Placer,841,10,0,912,9,1,1753,19,1,2220,1913,4133,24,24,28,21,52,45,0,1,1,,0,1184,1996,339612,3835,1673,132,343447,1805,345252,2003,FEB,1773,1,2/1/03,812,,
Plumas,76,0,0,144,0,0,220,0,0,185,325,510,0,0,0,0,0,0,0,0,0,,8,0,231,39671,0,0,0,39671,0,39671,2003,FEB,220,1,2/1/03,223,,
Riverside,13095,512,28,6191,729,249,19286,1241,277,37417,14456,51873,1435,551,2075,832,3510,1383,60,261,321,,22057,0,22926,4584289,318577,59515,53167,4902866,112682,5015548,2003,FEB,20804,1,2/1/03,869,,
Sacramento,18117,772,158,14303,451,304,32420,1223,462,57830,37273,95103,2497,1270,1689,871,4186,2141,568,548,1116,,31646,0,36618,7750268,323391,120898,83331,8073659,204229,8277888,2003,FEB,34105,1,2/1/03,4972,,
San Benito,284,6,0,527,18,6,811,24,6,832,1219,2051,14,6,44,22,58,28,0,6,6,,0,0,969,176075,5458,925,673,181533,1598,183131,2003,FEB,841,1,2/1/03,969,,
San Bernardino,23294,976,24,17493,1324,363,40787,2300,387,68497,45662,114159,2769,1077,4137,1599,6906,2676,71,499,570,,0,49791,49799,9668155,589413,114933,75437,10257568,190370,10447938,2003,FEB,43474,1,2/1/03,8,,
San Diego,14442,1599,49,10270,1264,424,24712,2863,473,39192,26645,65837,4147,1766,3669,1573,7816,3339,128,599,727,,0,393,30715,5208332,630278,147914,77391,5838610,225305,6063915,2003,FEB,28048,1,2/1/03,30322,,
San Francisco,4268,374,52,9504,420,1034,13772,794,1086,11039,11673,22712,823,453,505,565,1328,1018,124,1334,1458,,14905,0,14905,2015335,125088,45517,120848,2140423,166365,2306788,2003,FEB,15652,1,2/1/03,0,,
San Joaquin,6311,594,6,7046,888,52,13357,1482,58,18021,18094,36115,2119,701,3132,1137,5251,1838,12,62,74,,15957,0,16065,3099342,421305,77235,6769,3520647,84004,3604651,2003,FEB,14897,1,2/1/03,108,,
San Luis Obispo,1107,8,0,1512,31,8,2619,39,8,2720,3290,6010,12,12,56,39,68,51,0,3,3,,275,68,2935,499175,7817,2747,1149,506992,3896,510888,2003,FEB,2666,1,2/1/03,2592,,
San Mateo,1237,40,2,1515,60,39,2752,100,41,2978,3099,6077,82,49,132,72,214,121,5,66,71,,2695,0,2704,538212,23593,7495,7703,561805,15198,577003,2003,FEB,2893,1,2/1/03,9,,
Santa Barbara,2982,135,14,2635,193,39,5617,328,53,6949,6733,13682,303,149,483,246,786,395,27,49,76,,0,0,6285,1100531,90857,27415,7728,1191388,35143,1226531,2003,FEB,5998,1,2/1/03,6285,,
Santa Clara,8104,578,26,7335,1156,904,15439,1734,930,21276,15734,37010,1307,640,2827,1449,4134,2089,63,1218,1281,,0,19158,19158,3160307,361080,117206,149789,3521387,266995,3788382,2003,FEB,18103,1,2/1/03,0,,
Santa Cruz,1329,56,2,2281,57,9,3610,113,11,2998,4701,7699,112,59,95,71,207,130,2,10,12,,0,0,0,695316,27679,8088,1793,722995,9881,732876,2003,FEB,3734,1,2/1/03,0,,
Shasta,1706,35,0,2423,42,7,4129,77,7,4658,5308,9966,119,43,116,50,235,93,0,7,7,,0,221,5042,888112,21975,5630,1001,910087,6631,916718,2003,FEB,4213,1,2/1/03,4821,,
Sierra,20,0,0,30,0,0,50,0,0,64,55,119,0,0,0,0,0,0,0,0,0,,0,0,50,8162,0,0,0,8162,0,8162,2003,FEB,50,1,2/1/03,50,,
Siskiyou,486,7,0,869,8,2,1355,15,2,1382,1927,3309,22,9,17,10,39,19,0,2,2,,0,256,1434,267948,3591,1057,225,271539,1282,272821,2003,FEB,1372,1,2/1/03,1178,,
Solano,2897,86,3,1760,31,48,4657,117,51,8236,3271,11507,201,98,65,40,266,138,7,56,63,,0,5432,5432,939182,28161,6014,6424,967343,12438,979781,2003,FEB,4825,1,2/1/03,0,,
Sonoma,1554,16,1,2430,116,26,3984,132,27,3569,4491,8060,36,19,269,124,305,143,1,38,39,,0,680,4532,693995,32877,7565,3838,726872,11403,738275,2003,FEB,4143,1,2/1/03,3852,,
Stanislaus,5329,194,9,4777,307,64,10106,501,73,16155,14461,30616,537,227,943,418,1480,645,18,112,130,,11186,0,11186,2388323,127635,26329,13093,2515958,39422,2555380,2003,FEB,10680,1,2/1/03,0,,
Sutter,494,20,1,1001,46,4,1495,66,5,1420,2592,4012,60,22,154,54,214,76,1,5,6,,0,368,1686,346213,17279,2570,466,363492,3036,366528,2003,FEB,1566,1,2/1/03,1318,,
Tehama,693,22,1,1204,41,10,1897,63,11,1766,2555,4321,62,24,136,47,198,71,1,13,14,,0,0,1969,350911,12946,4549,1842,363857,6391,370248,2003,FEB,1971,1,2/1/03,1969,,
Trinity,120,0,0,193,0,1,313,0,1,352,433,785,0,0,0,0,0,0,0,1,1,,0,89,314,65215,0,0,139,65215,139,65354,2003,FEB,314,1,2/1/03,225,,
Tulare,9444,732,6,5597,685,115,15041,1417,121,28858,13892,42750,2157,1926,1644,1556,3801,3482,15,581,596,,16988,0,16990,3430906,343228,84299,22957,3774134,107256,3881390,2003,FEB,16579,1,2/1/03,2,,
Tuolumne,405,0,0,445,0,0,850,0,0,1121,967,2088,0,0,0,0,0,0,0,0,0,,913,0,917,166309,0,0,0,166309,0,166309,2003,FEB,850,1,2/1/03,4,,
Ventura,3596,135,21,4580,295,151,8176,430,172,9744,11175,20919,342,141,807,376,1149,517,60,198,258,,8719,500,9291,1620632,95001,21614,24927,1715633,46541,1762174,2003,FEB,8778,1,2/1/03,72,,
Yolo,1717,108,15,1151,28,22,2868,136,37,4990,2310,7300,299,213,70,34,369,247,43,51,94,,0,3041,3041,607275,29234,20376,8123,636509,28499,665008,2003,FEB,3041,1,2/1/03,0,,
Yuba,1200,47,0,1233,20,8,2433,67,8,3890,3144,7034,285,54,95,30,380,84,0,8,8,,0,513,2706,553584,25106,5335,1355,578690,6690,585380,2003,FEB,2508,1,2/1/03,2193,,
California,297028,24038,1339,313265,28517,14970,610293,52555,16309,812920,721751,1534671,60935,29059,82624,36665,143559,65724,3795,19486,23281,,529784,94256,729711,131049660,12310693,3200295,2666525,143360353,5866820,149227173,2003,JAN,679157,1,1/1/03,105671,,
Alameda,13123,199,0,7764,125,223,20887,324,223,33595,19876,53471,401,205,362,142,763,347,0,288,288,,21434,0,21434,4172599,44492,20234,44549,4217091,64783,4281874,2003,JAN,21434,1,1/1/03,0,,
Alpine,14,0,0,25,0,0,39,0,0,64,47,111,0,0,0,0,0,0,0,0,0,,0,0,39,9967,0,0,0,9967,0,9967,2003,JAN,39,1,1/1/03,39,,
Amador,135,1,0,239,1,0,374,2,0,379,479,858,2,1,3,1,5,2,0,0,0,,0,59,417,75387,0,0,0,75387,0,75387,2003,JAN,376,1,1/1/03,358,,
Butte,2476,30,0,3326,28,9,5802,58,9,7248,7800,15048,138,35,138,35,276,70,0,9,9,,0,0,6471,1247975,19985,4571,972,1267960,5543,1273503,2003,JAN,5869,1,1/1/03,6471,,
Calaveras,199,0,0,443,0,0,642,0,0,523,914,1437,0,0,0,0,0,0,0,0,0,,0,126,696,121377,0,0,0,121377,0,121377,2003,JAN,642,1,1/1/03,570,,
Colusa,80,3,0,285,32,6,365,35,6,216,728,944,6,4,87,40,93,44,0,8,8,,0,0,438,72705,7838,1728,861,80543,2589,83132,2003,JAN,406,1,1/1/03,438,,
Contra Costa,5494,324,9,2488,106,93,7982,430,102,14831,4831,19662,966,370,271,156,1237,526,27,119,146,,0,0,9856,1667392,50735,25112,12570,1718127,37682,1755809,2003,JAN,8514,1,1/1/03,9856,,
Del Norte,521,5,0,642,2,1,1163,7,1,1552,1329,2881,17,5,14,2,31,7,0,1,1,,0,1037,1171,231847,2746,416,139,234593,555,235148,2003,JAN,1171,1,1/1/03,134,,
El Dorado,560,12,0,1015,16,11,1575,28,11,1475,1956,3431,21,12,38,17,59,29,0,11,11,,77,0,1779,298111,4881,976,1317,302992,2293,305285,2003,JAN,1614,1,1/1/03,1702,,
Fresno,18301,1422,16,9776,968,168,28077,2390,184,60026,24152,84178,4519,1636,2641,1229,7160,2865,39,256,295,,30532,0,31216,6793840,617972,133760,32117,7411812,165877,7577689,2003,JAN,30651,1,1/1/03,684,,
Glenn,242,2,0,456,11,2,698,13,2,738,1176,1914,4,2,41,13,45,15,0,3,3,,0,0,771,146055,2840,1021,266,148895,1287,150182,2003,JAN,713,1,1/1/03,771,,
Humboldt,1291,13,0,2575,9,8,3866,22,8,3483,5122,8605,39,14,32,9,71,23,0,9,9,,3720,487,4327,777892,6418,2079,814,784310,2893,787203,2003,JAN,3896,1,1/1/03,120,,
Imperial,1514,365,3,2856,575,98,4370,940,101,4645,8112,12757,928,391,1516,669,2444,1060,3,110,113,,0,5653,5952,973104,187310,39068,12310,1160414,51378,1211792,2003,JAN,5411,1,1/1/03,299,,
Inyo,65,0,0,300,0,0,365,0,0,188,510,698,0,0,0,0,0,0,0,0,0,,0,0,387,59450,0,0,0,59450,0,59450,2003,JAN,365,1,1/1/03,387,,
Kern,7016,193,2,10962,512,73,17978,705,75,21441,31228,52669,606,220,1424,619,2030,839,2,49,51,,17630,0,23285,5002350,188489,30535,11668,5190839,42203,5233042,2003,JAN,18758,1,1/1/03,5655,,
Kings,1304,35,2,2555,73,23,3859,108,25,3923,6615,10538,116,42,236,80,352,122,2,23,25,,4225,0,4290,824490,26921,4736,3116,851411,7852,859263,2003,JAN,3992,1,1/1/03,65,,
